Valores simples de edad	Sexo	Periodo	Total
83 años	Hombres	1 de enero de 2005	70.916,835979
83 años	Hombres	1 de julio de 2004	66.888,053191
83 años	Hombres	1 de enero de 2004	62.732,961881
83 años	Hombres	1 de julio de 2003	58.624,788025
83 años	Hombres	1 de enero de 2003	54.097,858535
83 años	Hombres	1 de julio de 2002	53.069,3719
83 años	Hombres	1 de enero de 2002	52.411,791295
83 años	Hombres	1 de julio de 2001	51.549,4375
83 años	Hombres	1 de enero de 2001	50.600,890625
83 años	Hombres	1 de julio de 2000	50.047,875
83 años	Hombres	1 de enero de 2000	49.802,046875
83 años	Hombres	1 de julio de 1999	50.042,015625
83 años	Hombres	1 de enero de 1999	50.759,71875
83 años	Hombres	1 de julio de 1998	50.617,625
83 años	Hombres	1 de enero de 1998	50.736,15625
83 años	Hombres	1 de julio de 1997	50.425,5
83 años	Hombres	1 de enero de 1997	50.315,28125
83 años	Hombres	1 de julio de 1996	50.153
83 años	Hombres	1 de enero de 1996	50.228,46875
83 años	Hombres	1 de julio de 1995	49.358,984375
83 años	Hombres	1 de enero de 1995	48.567,796875
83 años	Hombres	1 de julio de 1994	48.237,4375
83 años	Hombres	1 de enero de 1994	48.042,015625
83 años	Hombres	1 de julio de 1993	47.154,078125
83 años	Hombres	1 de enero de 1993	46.330,34375
83 años	Hombres	1 de julio de 1992	45.733,4375
83 años	Hombres	1 de enero de 1992	45.366,515625
83 años	Hombres	1 de julio de 1991	44.154,6875
83 años	Hombres	1 de enero de 1991	43.184,248358
83 años	Hombres	1 de julio de 1990	42.095,953969
83 años	Hombres	1 de enero de 1990	40.942,850375
83 años	Hombres	1 de julio de 1989	40.968,7123
83 años	Hombres	1 de enero de 1989	41.138,329856
83 años	Hombres	1 de julio de 1988	39.341,24816
83 años	Hombres	1 de enero de 1988	37.470,45229
83 años	Hombres	1 de julio de 1987	37.780,640095
83 años	Hombres	1 de enero de 1987	38.352,102917
83 años	Hombres	1 de julio de 1986	37.353,104889
83 años	Hombres	1 de enero de 1986	36.607,905569
83 años	Hombres	1 de julio de 1985	35.515,420193
83 años	Hombres	1 de enero de 1985	34.356,402911
83 años	Hombres	1 de julio de 1984	34.121,394431
83 años	Hombres	1 de enero de 1984	34.033,588161
83 años	Hombres	1 de julio de 1983	30.671,854521
83 años	Hombres	1 de enero de 1983	27.245,823516
83 años	Hombres	1 de julio de 1982	27.198,459963
83 años	Hombres	1 de enero de 1982	27.049,885487
83 años	Hombres	1 de julio de 1981	26.361,763623
83 años	Hombres	1 de enero de 1981	25.972,220188
83 años	Hombres	1 de julio de 1980	26.435,243013
83 años	Hombres	1 de enero de 1980	27.136,375588
83 años	Hombres	1 de julio de 1979	26.298,533604
83 años	Hombres	1 de enero de 1979	25.411,806505
83 años	Hombres	1 de julio de 1978	24.227,794555
83 años	Hombres	1 de enero de 1978	23.030,71908
83 años	Hombres	1 de julio de 1977	22.438,904937
83 años	Hombres	1 de enero de 1977	22.109,635852
83 años	Hombres	1 de julio de 1976	22.330,096149
83 años	Hombres	1 de enero de 1976	22.974,338868
83 años	Hombres	1 de julio de 1975	21.223,331292
83 años	Hombres	1 de enero de 1975	19.353,684508
83 años	Hombres	1 de julio de 1974	20.940,092615
83 años	Hombres	1 de enero de 1974	22.645,7719
83 años	Hombres	1 de julio de 1973	21.459,517467
83 años	Hombres	1 de enero de 1973	20.324,534028
83 años	Hombres	1 de julio de 1972	21.094,650221
83 años	Hombres	1 de enero de 1972	22.093,949731
83 años	Hombres	1 de julio de 1971	20.600,539861
83 años	Hombres	1 de enero de 1971	19.063,98
83 años	Mujeres	1 de julio de 2022	125.563,969222
83 años	Mujeres	1 de enero de 2022	133.765,135166
83 años	Mujeres	1 de julio de 2021	142.317,095779
83 años	Mujeres	1 de enero de 2021	151.454,056399
83 años	Mujeres	1 de julio de 2020	159.947,78207
83 años	Mujeres	1 de enero de 2020	169.742,507771
83 años	Mujeres	1 de julio de 2019	166.353,272566
83 años	Mujeres	1 de enero de 2019	163.548,037428
83 años	Mujeres	1 de julio de 2018	162.999,318925
83 años	Mujeres	1 de enero de 2018	163.289,600431
83 años	Mujeres	1 de julio de 2017	165.334,835593
83 años	Mujeres	1 de enero de 2017	168.222,070818
83 años	Mujeres	1 de julio de 2016	167.302,123771
83 años	Mujeres	1 de enero de 2016	166.880,756754
83 años	Mujeres	1 de julio de 2015	162.507,34382
83 años	Mujeres	1 de enero de 2015	158.718,665987
83 años	Mujeres	1 de julio de 2014	159.798,016056
83 años	Mujeres	1 de enero de 2014	161.651,284886
83 años	Mujeres	1 de julio de 2013	156.892,459093
83 años	Mujeres	1 de enero de 2013	152.289,237537
83 años	Mujeres	1 de julio de 2012	151.748,641708
83 años	Mujeres	1 de enero de 2012	152.092,657282
83 años	Mujeres	1 de julio de 2011	147.041,430763
83 años	Mujeres	1 de enero de 2011	142.316,140896
83 años	Mujeres	1 de julio de 2010	142.365,343192
83 años	Mujeres	1 de enero de 2010	142.927,716379
83 años	Mujeres	1 de julio de 2009	139.590,901405
83 años	Mujeres	1 de enero de 2009	136.678,730006
83 años	Mujeres	1 de julio de 2008	135.404,525063
83 años	Mujeres	1 de enero de 2008	134.520,995598
83 años	Mujeres	1 de julio de 2007	131.777,750432
83 años	Mujeres	1 de enero de 2007	129.471,97682
83 años	Mujeres	1 de julio de 2006	129.423,221569
83 años	Mujeres	1 de enero de 2006	129.832,746015
83 años	Mujeres	1 de julio de 2005	123.622,076442
83 años	Mujeres	1 de enero de 2005	118.114,639723
83 años	Mujeres	1 de julio de 2004	116.213,100195
83 años	Mujeres	1 de enero de 2004	114.787,773108
83 años	Mujeres	1 de julio de 2003	107.323,569471
83 años	Mujeres	1 de enero de 2003	99.747,151157
83 años	Mujeres	1 de julio de 2002	99.884,485574
83 años	Mujeres	1 de enero de 2002	100.868,059768
83 años	Mujeres	1 de julio de 2001	98.357,5625
83 años	Mujeres	1 de enero de 2001	96.110,75
83 años	Mujeres	1 de julio de 2000	94.947,5
83 años	Mujeres	1 de enero de 2000	94.329,875
83 años	Mujeres	1 de julio de 1999	94.524,875
83 años	Mujeres	1 de enero de 1999	95.616
83 años	Mujeres	1 de julio de 1998	95.746,125
83 años	Mujeres	1 de enero de 1998	96.336,6875
83 años	Mujeres	1 de julio de 1997	94.918,640625
83 años	Mujeres	1 de enero de 1997	93.780,328125
83 años	Mujeres	1 de julio de 1996	94.060,5
83 años	Mujeres	1 de enero de 1996	94.431,671875
83 años	Mujeres	1 de julio de 1995	91.985,8125
83 años	Mujeres	1 de enero de 1995	89.639,421875
83 años	Mujeres	1 de julio de 1994	90.161,6875
83 años	Mujeres	1 de enero de 1994	91.130,515625
83 años	Mujeres	1 de julio de 1993	87.704,078125
83 años	Mujeres	1 de enero de 1993	84.323,84375
83 años	Mujeres	1 de julio de 1992	82.896,5
83 años	Mujeres	1 de enero de 1992	81.813,09375
83 años	Mujeres	1 de julio de 1991	79.855,21875
83 años	Mujeres	1 de enero de 1991	78.324,88954
83 años	Mujeres	1 de julio de 1990	77.194,259574
83 años	Mujeres	1 de enero de 1990	76.373,431736
83 años	Mujeres	1 de julio de 1989	75.845,217789
83 años	Mujeres	1 de enero de 1989	75.950,493029
83 años	Mujeres	1 de julio de 1988	73.881,378518
83 años	Mujeres	1 de enero de 1988	71.719,298595
83 años	Mujeres	1 de julio de 1987	70.435,835959
83 años	Mujeres	1 de enero de 1987	69.335,93046
83 años	Mujeres	1 de julio de 1986	68.281,004681
83 años	Mujeres	1 de enero de 1986	67.793,11945
83 años	Mujeres	1 de julio de 1985	64.596,140245
83 años	Mujeres	1 de enero de 1985	61.579,266085
83 años	Mujeres	1 de julio de 1984	64.787,268768
83 años	Mujeres	1 de enero de 1984	68.895,942265
83 años	Mujeres	1 de julio de 1983	59.521,812536
83 años	Mujeres	1 de enero de 1983	49.984,639625
83 años	Mujeres	1 de julio de 1982	50.642,557181
83 años	Mujeres	1 de enero de 1982	51.469,690896
83 años	Mujeres	1 de julio de 1981	49.359,480712
83 años	Mujeres	1 de enero de 1981	47.746,509855
83 años	Mujeres	1 de julio de 1980	48.790,413203
83 años	Mujeres	1 de enero de 1980	50.093,367572
83 años	Mujeres	1 de julio de 1979	48.373,36706
83 años	Mujeres	1 de enero de 1979	46.953,982425
83 años	Mujeres	1 de julio de 1978	45.319,148431
83 años	Mujeres	1 de enero de 1978	43.811,820718
83 años	Mujeres	1 de julio de 1977	42.662,403363
83 años	Mujeres	1 de enero de 1977	41.906,654407
83 años	Mujeres	1 de julio de 1976	42.051,576697
83 años	Mujeres	1 de enero de 1976	42.880,721239
83 años	Mujeres	1 de julio de 1975	39.056,245806
83 años	Mujeres	1 de enero de 1975	35.102,257768
83 años	Mujeres	1 de julio de 1974	39.522,61837
83 años	Mujeres	1 de enero de 1974	44.393,931095
83 años	Mujeres	1 de julio de 1973	39.806,607444
83 años	Mujeres	1 de enero de 1973	35.114,071061
83 años	Mujeres	1 de julio de 1972	37.722,886308
83 años	Mujeres	1 de enero de 1972	40.865,242663
83 años	Mujeres	1 de julio de 1971	37.236,454487
83 años	Mujeres	1 de enero de 1971	33.522,44
84 años	Ambos sexos	1 de julio de 2022	223.268,144567
84 años	Ambos sexos	1 de enero de 2022	237.646,533927
84 años	Ambos sexos	1 de julio de 2021	249.335,139378
84 años	Ambos sexos	1 de enero de 2021	262.502,744874
84 años	Ambos sexos	1 de julio de 2020	259.018,687697
84 años	Ambos sexos	1 de enero de 2020	257.302,630574
84 años	Ambos sexos	1 de julio de 2019	255.764,112027
84 años	Ambos sexos	1 de enero de 2019	255.490,59354
84 años	Ambos sexos	1 de julio de 2018	257.659,523254
84 años	Ambos sexos	1 de enero de 2018	261.958,453032
84 años	Ambos sexos	1 de julio de 2017	260.208,434089
84 años	Ambos sexos	1 de enero de 2017	259.776,415134
84 años	Ambos sexos	1 de julio de 2016	252.830,402173
84 años	Ambos sexos	1 de enero de 2016	246.348,985779
84 años	Ambos sexos	1 de julio de 2015	246.209,457109
84 años	Ambos sexos	1 de enero de 2015	247.903,389228
84 años	Ambos sexos	1 de julio de 2014	240.235,53645
84 años	Ambos sexos	1 de enero de 2014	233.077,36558
84 años	Ambos sexos	1 de julio de 2013	231.268,8966
84 años	Ambos sexos	1 de enero de 2013	230.089,341971
84 años	Ambos sexos	1 de julio de 2012	221.965,528298
84 años	Ambos sexos	1 de enero de 2012	215.287,515454
84 años	Ambos sexos	1 de julio de 2011	214.704,316139
84 años	Ambos sexos	1 de enero de 2011	215.033,323366
84 años	Ambos sexos	1 de julio de 2010	209.150,86744
84 años	Ambos sexos	1 de enero de 2010	203.775,076774
84 años	Ambos sexos	1 de julio de 2009	201.116,847919
84 años	Ambos sexos	1 de enero de 2009	199.251,373448
84 años	Ambos sexos	1 de julio de 2008	195.515,230899
84 años	Ambos sexos	1 de enero de 2008	192.362,795886
84 años	Ambos sexos	1 de julio de 2007	190.676,051724
84 años	Ambos sexos	1 de enero de 2007	189.883,421647
84 años	Ambos sexos	1 de julio de 2006	182.396,325466
84 años	Ambos sexos	1 de enero de 2006	174.766,234037
84 años	Ambos sexos	1 de julio de 2005	168.780,426877
84 años	Ambos sexos	1 de enero de 2005	164.368,84813
84 años	Ambos sexos	1 de julio de 2004	153.000,85709
84 años	Ambos sexos	1 de enero de 2004	141.463,482914
84 años	Ambos sexos	1 de julio de 2003	141.346,129169
84 años	Ambos sexos	1 de enero de 2003	141.351,752716
84 años	Ambos sexos	1 de julio de 2002	137.853,01323
84 años	Ambos sexos	1 de enero de 2002	135.131,946114
84 años	Ambos sexos	1 de julio de 2001	133.442,59375
84 años	Ambos sexos	1 de enero de 2001	132.181,328125
84 años	Ambos sexos	1 de julio de 2000	132.192,9375
84 años	Ambos sexos	1 de enero de 2000	133.382,40625
84 años	Ambos sexos	1 de julio de 1999	133.308,875
84 años	Ambos sexos	1 de enero de 1999	134.269,40625
84 años	Ambos sexos	1 de julio de 1998	132.966,03125
84 años	Ambos sexos	1 de enero de 1998	132.119,828125
84 años	Ambos sexos	1 de julio de 1997	131.768,96875
84 años	Ambos sexos	1 de enero de 1997	132.366,859375
84 años	Ambos sexos	1 de julio de 1996	129.201,75
84 años	Ambos sexos	1 de enero de 1996	126.412,40625
84 años	Ambos sexos	1 de julio de 1995	126.331,3125
84 años	Ambos sexos	1 de enero de 1995	126.836,71875
84 años	Ambos sexos	1 de julio de 1994	122.889,4375
84 años	Ambos sexos	1 de enero de 1994	119.011,5625
84 años	Ambos sexos	1 de julio de 1993	117.032,890625
84 años	Ambos sexos	1 de enero de 1993	115.682,140625
84 años	Ambos sexos	1 de julio de 1992	112.520,625
84 años	Ambos sexos	1 de enero de 1992	109.793,421875
84 años	Ambos sexos	1 de julio de 1991	107.589,125
84 años	Ambos sexos	1 de enero de 1991	105.819,468871
84 años	Ambos sexos	1 de julio de 1990	105.245,872034
84 años	Ambos sexos	1 de enero de 1990	105.358,520015
84 años	Ambos sexos	1 de julio de 1989	101.601,003398
84 años	Ambos sexos	1 de enero de 1989	98.187,807195
84 años	Ambos sexos	1 de julio de 1988	97.533,700204
84 años	Ambos sexos	1 de enero de 1988	97.018,425367
84 años	Ambos sexos	1 de julio de 1987	95.351,162305
84 años	Ambos sexos	1 de enero de 1987	93.792,738499
84 años	Ambos sexos	1 de julio de 1986	89.580,200773
84 años	Ambos sexos	1 de enero de 1986	85.845,236186
84 años	Ambos sexos	1 de julio de 1985	88.551,357369
84 años	Ambos sexos	1 de enero de 1985	92.234,351576
84 años	Ambos sexos	1 de julio de 1984	80.714,328762
84 años	Ambos sexos	1 de enero de 1984	68.674,965401
84 años	Ambos sexos	1 de julio de 1983	68.937,600764
84 años	Ambos sexos	1 de enero de 1983	70.255,516963
84 años	Ambos sexos	1 de julio de 1982	68.015,908355
84 años	Ambos sexos	1 de enero de 1982	65.520,076315
84 años	Ambos sexos	1 de julio de 1981	66.249,67361
84 años	Ambos sexos	1 de enero de 1981	68.291,561933
84 años	Ambos sexos	1 de julio de 1980	66.214,488673
84 años	Ambos sexos	1 de enero de 1980	63.766,146179
84 años	Ambos sexos	1 de julio de 1979	61.463,857473
84 años	Ambos sexos	1 de enero de 1979	58.857,011539
84 años	Ambos sexos	1 de julio de 1978	57.430,566584
84 años	Ambos sexos	1 de enero de 1978	56.250,335092
84 años	Ambos sexos	1 de julio de 1977	56.419,213017
84 años	Ambos sexos	1 de enero de 1977	57.469,095616
84 años	Ambos sexos	1 de julio de 1976	52.646,264408
84 años	Ambos sexos	1 de enero de 1976	47.611,281406
84 años	Ambos sexos	1 de julio de 1975	52.391,856385
84 años	Ambos sexos	1 de enero de 1975	58.484,36421
84 años	Ambos sexos	1 de julio de 1974	53.431,516302
84 años	Ambos sexos	1 de enero de 1974	47.734,459645
84 años	Ambos sexos	1 de julio de 1973	51.009,073
84 años	Ambos sexos	1 de enero de 1973	55.142,034744
84 años	Ambos sexos	1 de julio de 1972	50.050,442373
84 años	Ambos sexos	1 de enero de 1972	45.025,479457
84 años	Ambos sexos	1 de julio de 1971	45.887,905811
84 años	Ambos sexos	1 de enero de 1971	46.942,4
84 años	Hombres	1 de julio de 2022	87.717,048783
84 años	Hombres	1 de enero de 2022	93.333,477528
84 años	Hombres	1 de julio de 2021	97.329,857304
84 años	Hombres	1 de enero de 2021	101.891,237103
84 años	Hombres	1 de julio de 2020	101.070,415125
84 años	Hombres	1 de enero de 2020	101.133,593146
84 años	Hombres	1 de julio de 2019	100.234,293094
84 años	Hombres	1 de enero de 2019	99.870,993109
84 años	Hombres	1 de julio de 2018	100.485,187658
84 años	Hombres	1 de enero de 2018	102.015,382214
84 años	Hombres	1 de julio de 2017	101.231,994897
84 años	Hombres	1 de enero de 2017	101.005,60759
84 años	Hombres	1 de julio de 2016	98.384,732138
84 años	Hombres	1 de enero de 2016	95.881,592042
84 años	Hombres	1 de julio de 2015	94.727,552858
84 años	Hombres	1 de enero de 2015	94.372,959151
84 años	Hombres	1 de julio de 2014	91.307,886334
84 años	Hombres	1 de enero de 2014	88.447,813211
84 años	Hombres	1 de julio de 2013	87.284,210342
84 años	Hombres	1 de enero de 2013	86.265,180555
84 años	Hombres	1 de julio de 2012	83.092,051769
84 años	Hombres	1 de enero de 2012	80.632,288411
84 años	Hombres	1 de julio de 2011	79.893,033159
84 años	Hombres	1 de enero de 2011	79.594,754852
84 años	Hombres	1 de julio de 2010	77.117,312885
84 años	Hombres	1 de enero de 2010	74.745,392674
84 años	Hombres	1 de julio de 2009	73.401,741942
84 años	Hombres	1 de enero de 2009	72.428,621383
84 años	Hombres	1 de julio de 2008	71.310,06914
84 años	Hombres	1 de enero de 2008	70.439,058218
84 años	Hombres	1 de julio de 2007	68.891,898965
84 años	Hombres	1 de enero de 2007	67.584,086383
84 años	Hombres	1 de julio de 2006	65.869,562106
84 años	Hombres	1 de enero de 2006	64.055,021374
84 años	Hombres	1 de julio de 2005	60.114,047227
84 años	Hombres	1 de enero de 2005	56.676,353109
84 años	Hombres	1 de julio de 2004	52.742,422585
84 años	Hombres	1 de enero de 2004	48.605,586738
84 años	Hombres	1 de julio de 2003	47.883,365401
84 años	Hombres	1 de enero de 2003	47.136,6681
84 años	Hombres	1 de julio de 2002	46.226,858425
84 años	Hombres	1 de enero de 2002	45.604,858388
84 años	Hombres	1 de julio de 2001	45.077,71875
84 años	Hombres	1 de enero de 2001	44.694,203125
84 años	Hombres	1 de julio de 2000	44.739,4375
84 años	Hombres	1 de enero de 2000	45.214,40625
84 años	Hombres	1 de julio de 1999	44.965,1875
84 años	Hombres	1 de enero de 1999	45.152,59375
84 años	Hombres	1 de julio de 1998	45.036,5
84 años	Hombres	1 de enero de 1998	45.062,84375
84 años	Hombres	1 de julio de 1997	44.802,3125
84 años	Hombres	1 de enero de 1997	44.832,53125
84 años	Hombres	1 de julio de 1996	44.134,25
84 años	Hombres	1 de enero de 1996	43.451,265625
84 años	Hombres	1 de julio de 1995	43.040,96875
84 años	Hombres	1 de enero de 1995	42.828,609375
84 años	Hombres	1 de julio de 1994	42.029,96875
84 años	Hombres	1 de enero de 1994	41.231,53125
84 años	Hombres	1 de julio de 1993	40.768,140625
84 años	Hombres	1 de enero de 1993	40.414,734375
84 años	Hombres	1 de julio de 1992	39.191,25
84 años	Hombres	1 de enero de 1992	38.139,921875
84 años	Hombres	1 de julio de 1991	37.168,96875
84 años	Hombres	1 de enero de 1991	36.231,978625
84 años	Hombres	1 de julio de 1990	36.142,08492
84 años	Hombres	1 de enero de 1990	36.259,946846
84 años	Hombres	1 de julio de 1989	34.621,579325
84 años	Hombres	1 de enero de 1989	32.926,49763
84 años	Hombres	1 de julio de 1988	33.281,410415
84 años	Hombres	1 de enero de 1988	33.767,598217
84 años	Hombres	1 de julio de 1987	32.972,801484
84 años	Hombres	1 de enero de 1987	32.201,803459
84 años	Hombres	1 de julio de 1986	31.089,849983
84 años	Hombres	1 de enero de 1986	30.125,364601
